Departamento Acccion de Servicio Social;Municipio Acccion de Servicio Social;Comunidad general;Desmovilizados;Desplazados por la violencia;Enfermos y personas con discapacidad;Indígenas;Infantes y adolescentes;Madres cabeza de familia;Negritudes;Tercera edad;Víctimas;FechaCorte;FechaActualizacion
Casanare;Paz De Ariporo;Sí;Sí;Sí;Sí;No;Sí;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Chameza;No;No;Sí;Sí;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Paz De Ariporo;Sí;No;No;No;No;Sí;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Paz De Ariporo;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Tauramena;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Villanueva;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Paz De Ariporo;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;Sí;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Maní;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Villanueva;Sí;No;No;No;No;No;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Maní;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Pore;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Paz De Ariporo;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Villanueva;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Villanueva;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Paz De Ariporo;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Pore;Sí;Sí;Sí;No;No;No;Sí;Sí;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Aguazul;Sí;No;No;Sí;No;Sí;Sí;No;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Paz De Ariporo;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;No;No;Sí;No;No;Sí;No;Sí;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Orocué;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Recetor;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;No;No;No;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Orocué;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;Sí;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Orocué;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Aguazul;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Tauramena;Sí;Sí;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;San Luis De Palenque;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;San Luis De Palenque;Sí;No;No;Sí;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Maní;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Sabanalarga;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;La Salina;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;San Luis De Palenque;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;San Luis De Palenque;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Tauramena;No;No;Sí;Sí;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Yopal;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Casanare;Trinidad;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Cajibío;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Silvia;No;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;El Tambo;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;Sí;No;Sí;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Silvia;Sí;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Corinto;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Argelia;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Toribio;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Caloto;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Cajibío;Sí;Sí;Sí;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Inzá;No;No;No;No;Sí;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;Sí;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;El Tambo;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Guapi;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Rosas;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Timbío;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Balboa;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;El Tambo;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Silvia;No;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piendamó;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Argelia;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Cajibío;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Bolívar;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Silvia;No;No;No;No;Sí;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;No;Sí;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Cajibío;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Timbío;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Argelia;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Miranda;Sí;No;No;No;No;Sí;Sí;No;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Puerto Tejada;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Bolívar;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;Sí;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Jambaló;No;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;No;No;No;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Timbío;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Morales;No;No;No;No;Sí;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;Sí;No;No;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Puerto Tejada;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Cajibío;Sí;Sí;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Paez;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Guapi;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Cajibío;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;Sí;Sí;No;Sí;Sí;Sí;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Buenos Aires;Sí;No;Sí;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Puerto Tejada;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Corinto;Sí;No;Sí;No;Sí;Sí;Sí;Sí;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;No;No;No;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;La Sierra;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;No;Sí;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Argelia;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Caldono;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Mercaderes;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;Sí;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;El Tambo;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Puracé;Sí;No;No;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;Sí;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Patía;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Corinto;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Balboa;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Mercaderes;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;No;No;No;No;Sí;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Totoró;No;No;No;No;Sí;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Morales;Sí;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Caloto;Sí;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Piamonte;Sí;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Puracé;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;El Tambo;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Miranda;No;No;No;No;Sí;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Cajibío;Sí;No;No;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;Sí;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;Sí;No;No;Sí;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;Sí;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Popayán;Sí;No;No;No;No;No;Sí;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Santander De Quilichao;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cauca;Mercaderes;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Agustín Codazzi;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;El Paso;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;San Alberto;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Chiriguaná;Sí;Sí;Sí;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;San Diego;Sí;Sí;Sí;No;No;Sí;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Curumaní;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;La Gloria;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Aguachica;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Bosconia;Sí;Sí;Sí;No;No;Sí;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;San Martín;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Aguachica;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Manaure;Sí;Sí;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Pelaya;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Pelaya;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Aguachica;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Becerril;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;La Gloria;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;La Paz;Sí;Sí;Sí;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;No;Sí;No;No;Sí;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;Sí;No;No;No;No;Sí;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;La Jagua De Ibirico;Sí;Sí;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Pueblo Bello;Sí;Sí;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Aguachica;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Aguachica;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;La Paz;Sí;Sí;No;No;No;Sí;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;Sí;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Chimichagua;Sí;No;No;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;San Alberto;Sí;No;Sí;No;No;No;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;San Alberto;Sí;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;La Jagua De Ibirico;Sí;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;No;No;No;No;No;No;No;No;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;Sí;No;No;Sí;Sí;No;No;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Pelaya;No;No;No;No;No;No;No;No;Sí;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;Sí;Sí;Sí;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
Cesar;Valledupar;No;No;No;No;No;Sí;No;No;No;No;04/30/2022 12:00:00 AM;05/20/2022 12:00:00 AM
